step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
41,PAYMENT,5192.22,C244421594,74006.16,68813.94,M247988905,0,0,0,0
18,CASH_OUT,28085.6,C2004913059,60294,32208.4,C102125325,562915.3,591000.91,0,0
39,PAYMENT,22340.55,C1723833310,939,0,M255506319,0,0,0,0
10,CASH_OUT,203314.14,C1011702989,1039,0,C2115119751,0,203314.14,0,0
18,CASH_OUT,202765.23,C1672947584,0,0,C770329726,463581.36,666346.59,0,0
21,CASH_IN,99374.11,C2029882562,62024,161398.11,C609363971,0,0,0,0
22,PAYMENT,4490.56,C567158447,247,0,M799565982,0,0,0,0
40,CASH_OUT,224281.6,C1569804954,24144,0,C757116205,41948.81,266230.41,0,0
42,PAYMENT,12685.29,C1195891134,0,0,M337058879,0,0,0,0
34,CASH_IN,58185.29,C226732006,643684.35,701869.63,C256000576,4258741.62,4200556.33,0,0
17,PAYMENT,2376.57,C1547160606,322593.13,320216.56,M711377590,0,0,0,0
16,CASH_OUT,194319.76,C1934812472,5048,0,C1871293705,0,194319.76,0,0
47,CASH_OUT,172074.64,C1132730079,25819,0,C413995861,71456.9,243531.54,0,0
17,PAYMENT,11134.08,C1295372843,0,0,M1594555864,0,0,0,0
36,PAYMENT,5387.45,C1826917608,363684.77,358297.32,M1441239672,0,0,0,0
20,PAYMENT,18210.28,C1169808089,1615,0,M1823447300,0,0,0,0
15,PAYMENT,21906.45,C1692478333,11861,0,M722593206,0,0,0,0
9,CASH_OUT,514039.34,C2074304628,10160.81,0,C1826178037,555371.57,2056813.83,0,0
16,CASH_OUT,241995.4,C1664252725,0,0,C1408474568,1356983.36,1779331.03,0,0
14,CASH_OUT,139784.27,C1705635636,330388.18,190603.91,C1737493145,0,527575.64,0,0
17,CASH_OUT,31696,C876232974,191,0,C1900782318,24342,56038,0,0
9,PAYMENT,1232.81,C117939126,0,0,M1064802067,0,0,0,0
20,CASH_IN,199248.69,C1485089032,3428633.57,3627882.26,C1381129323,1094636.3,1140466.83,0,0
36,CASH_IN,4092.93,C1761887950,6541879.55,6545972.47,C488688194,1074395.95,1070303.02,0,0
40,PAYMENT,15700.16,C1984429741,51714,36013.84,M1162752662,0,0,0,0
17,PAYMENT,11247.82,C1047923903,52501,41253.18,M203394111,0,0,0,0
40,CASH_IN,120976.13,C1030858870,8840,129816.13,C187564652,50104,0,0,0
16,CASH_OUT,126085.39,C1347300669,336,0,C1977955576,0,126085.39,0,0
21,CASH_OUT,127645.55,C733104611,512,0,C597059420,0,127645.55,0,0
10,TRANSFER,56322.72,C2028627895,0,0,C1866645317,183995.08,438072.66,0,0
43,TRANSFER,1100592.62,C1245355406,0,0,C499673756,7086957.74,8187550.36,0,0
15,CASH_OUT,266741.17,C1713920924,1504,0,C1160709041,0,266741.17,0,0
43,CASH_OUT,223665.33,C687091451,16533,0,C1844985744,110735,0,0,0
45,PAYMENT,7758.65,C436582659,9947,2188.35,M1795046393,0,0,0,0
43,PAYMENT,7692.78,C1001698220,0,0,M396982691,0,0,0,0
19,PAYMENT,13287.95,C1567474719,102883,89595.05,M800160647,0,0,0,0
13,PAYMENT,24505.11,C1324304420,338015,313509.89,M1570043160,0,0,0,0
49,PAYMENT,3975.49,C1161826528,598337,594361.51,M526178385,0,0,0,0
21,CASH_IN,339579.47,C222468591,986098.79,1325678.26,C1292871936,605444.49,265865.02,0,0
18,PAYMENT,35449.7,C1158948898,200449,164999.3,M1529698094,0,0,0,0
36,PAYMENT,5259.54,C2133404498,0,0,M1025473115,0,0,0,0
19,PAYMENT,8980.07,C1463899037,676122.51,667142.44,M1684664913,0,0,0,0
16,CASH_OUT,139488.49,C1874227444,214801.1,75312.61,C1144598116,3056513.6,3196002.08,0,0
43,CASH_OUT,92067.04,C1578798011,25314,0,C1919845271,245750.49,337817.53,0,0
35,CASH_OUT,129271.17,C2122609656,5541,0,C1634611036,2581044.61,3167119.59,0,0
38,CASH_IN,214894.34,C938334949,1997827.78,2212722.12,C1378060149,522298.1,307403.75,0,0
10,CASH_OUT,400789.87,C1914269162,2810135,2409345.13,C1326121635,532549.76,537697.52,0,0
35,CASH_OUT,313269.27,C833592205,10185,0,C2019496308,323019.45,874652.22,0,0
18,PAYMENT,26235.92,C1670507816,300973,274737.08,M1418100170,0,0,0,0
15,CASH_OUT,69181.63,C1459095101,0,0,C563150988,449697.9,518879.54,0,0
18,CASH_IN,312163.46,C1400217862,509912.26,822075.71,C253713847,10789.65,0,0,0
40,CASH_OUT,192345.89,C1991565799,65221,0,C192092801,394728.77,587074.66,0,0
20,PAYMENT,8370.7,C1365306575,757939.74,749569.04,M2094483800,0,0,0,0
41,TRANSFER,924574.05,C1450256218,49760,0,C1253365040,251570.2,1176144.25,0,0
37,PAYMENT,22791.97,C277472507,10863,0,M4542260,0,0,0,0
37,PAYMENT,65090.38,C958480785,19819,0,M69572777,0,0,0,0
17,CASH_OUT,271879.52,C120490677,0,0,C1055741993,732915.03,1270066.33,0,0
15,PAYMENT,5291.73,C1227931592,0,0,M1783702097,0,0,0,0
43,PAYMENT,13372.27,C1148126239,257265.29,243893.02,M1774701589,0,0,0,0
26,CASH_IN,278128.58,C592697948,1668506.23,1946634.81,C997676807,3700432.84,3422304.26,0,0
9,CASH_IN,274266.47,C491927009,1571671.83,1845938.29,C2107268831,1309599.61,863070.54,0,0
43,PAYMENT,27768.58,C795321774,14899,0,M572988818,0,0,0,0
14,PAYMENT,21745.67,C342695728,49603,27857.33,M603763060,0,0,0,0
15,CASH_OUT,150145.08,C883709484,82311,0,C1010095812,1578284.15,1728429.23,0,0
42,CASH_IN,206868.81,C1110578922,245435,452303.81,C1751182928,63590.79,0,0,0
9,CASH_IN,111534.44,C419829129,15023,126557.44,C1670408056,196067.15,84532.7,0,0
10,PAYMENT,13855.14,C408778441,312009,298153.86,M1927454737,0,0,0,0
41,CASH_OUT,110145.19,C1534217830,0,0,C836903727,7330952.92,7441098.11,0,0
15,PAYMENT,30978.48,C1784884976,455933.64,424955.15,M2097525468,0,0,0,0
41,CASH_IN,357778.61,C1929519150,3341742.77,3699521.38,C40641765,2328548.7,1970770.09,0,0
95,CASH_OUT,277211.08,C1359622022,0,0,C1004780164,2468585.32,2745796.4,0,0
8,PAYMENT,4105.95,C105240672,30804,26698.05,M1656904340,0,0,0,0
20,CASH_OUT,99961.47,C1262906889,36448,0,C1986294232,0,815468.36,0,0
42,CASH_OUT,4907,C632729436,33249,28342,C831673523,1128555.17,1133462.17,0,0
14,CASH_IN,105100.21,C230671015,234420.81,339521.02,C1705306029,0,0,0,0
38,CASH_OUT,443067.6,C120226322,140315,0,C234425432,0,443067.6,0,0
37,PAYMENT,25138.97,C1050533092,80718,55579.03,M133169982,0,0,0,0
17,CASH_IN,350609.37,C1408496341,8872827.66,9223437.04,C1517016560,2659783.26,2715479.13,0,0
42,TRANSFER,132676.58,C240183307,16811,0,C70955833,185662,318338.58,0,0
13,CASH_OUT,390265.3,C1066131828,6444,0,C1989635077,425203,815468.3,0,0
19,CASH_IN,62740.64,C1707526957,7304628.51,7367369.15,C1942887625,272214.46,209473.82,0,0
24,PAYMENT,9560.69,C629820889,5693,0,M1054027113,0,0,0,0
20,CASH_OUT,94426.76,C909369737,342183,247756.24,C1206059543,210294.26,304721.02,0,0
14,CASH_OUT,536417.03,C1906887481,189,0,C1098738641,363697.91,900114.93,0,0
34,CASH_OUT,241362.8,C2142038345,1791,0,C643182608,63467.81,304830.61,0,0
42,CASH_OUT,27523.63,C1524892688,0,0,C193719198,382326.87,181519.28,0,0
41,CASH_OUT,272733.41,C1074863821,219,0,C1831428003,1019577.57,1292310.98,0,0
18,TRANSFER,700404.82,C1033712495,0,0,C478047940,2283276.44,2983681.26,0,0
42,CASH_OUT,224525.62,C1110736299,0,0,C1289700186,377955.14,602480.76,0,0
12,PAYMENT,12278.68,C1855552538,0,0,M1217052489,0,0,0,0
34,CASH_IN,207900.82,C484890499,41944,249844.82,C189101121,0,0,0,0
18,CASH_OUT,40677.69,C709122790,0,0,C1867361122,101922.23,142599.93,0,0
36,PAYMENT,11387.1,C1953835476,5981,0,M1682919030,0,0,0,0
39,TRANSFER,772967.73,C371617110,0,0,C193311237,1132634.18,1901271.45,0,0
39,CASH_OUT,293702.56,C196801748,19753,0,C2116334096,682509.2,976211.76,0,0
18,CASH_OUT,261216.02,C248983961,683199.85,421983.83,C1919507670,825799.39,1097068.61,0,0
18,CASH_IN,274072.57,C167276074,93037,367109.57,C1398776498,425764.11,182388.83,0,0
46,PAYMENT,7113.44,C275117572,20221,13107.56,M267044955,0,0,0,0
19,CASH_OUT,179898.75,C1498516514,0,0,C1037249772,405497.25,585396,0,0
10,CASH_OUT,152803.2,C307580171,0,0,C62375945,329245.52,592816.12,0,0
18,TRANSFER,97569.36,C681883134,0,0,C1741129421,956406.56,1053975.92,0,0
9,CASH_IN,11772.45,C229044028,13510641.11,13522413.56,C1178471274,2168649,3847779.69,0,0
33,CASH_OUT,38613.78,C226327271,0,0,C499508986,90630.54,129244.32,0,0
17,CASH_IN,184532.92,C1181499829,11675,196207.92,C1799882920,607579.7,423046.78,0,0
43,CASH_IN,151685.81,C669755112,9300612.09,9452297.9,C70479589,192990.81,41305,0,0
44,CASH_OUT,75832.47,C177828823,168,0,C161257153,163575.59,239408.06,0,0
42,CASH_OUT,160577.56,C1782376677,0,0,C107352051,672528.78,833106.34,0,0
42,TRANSFER,551090.25,C1943134478,51430,0,C529511330,13053.9,564144.15,0,0
39,CASH_OUT,442310.5,C1357337547,136296.84,0,C885110599,20502,0,0,0
40,PAYMENT,15144.15,C1397484375,32785.41,17641.26,M185815896,0,0,0,0
15,CASH_OUT,221008.56,C729404183,11642,0,C1933493703,64005.59,285014.15,0,0
37,PAYMENT,8691.33,C2096475018,0,0,M1763312613,0,0,0,0
17,CASH_OUT,146828.25,C1924416376,39828,0,C1017213683,21054,167882.25,0,0
11,CASH_OUT,379778.13,C881256030,9608,0,C1122492719,0,379778.13,0,0
14,TRANSFER,161531.45,C722235930,0,0,C350888235,1761349.7,2849059.35,0,0
18,CASH_OUT,33421.1,C1781791603,841,0,C515936248,0,33421.1,0,0
13,CASH_OUT,270912.48,C930614511,0,0,C1846993517,676818.58,740523.3,0,0
42,PAYMENT,6896.59,C533932031,381695.61,374799.02,M1452127644,0,0,0,0
15,TRANSFER,207560.34,C50309096,564456.86,356896.52,C1814731651,269116.98,476677.32,0,0
13,CASH_IN,90656.09,C521307613,91377.52,182033.61,C1989772207,258902.02,306289.25,0,0
36,PAYMENT,8028.13,C181790138,326149.2,318121.08,M542631213,0,0,0,0
9,PAYMENT,14008.21,C1525747127,1698,0,M470744728,0,0,0,0
20,PAYMENT,5221.33,C420948360,72121,66899.67,M532134444,0,0,0,0
42,CASH_IN,461334.09,C1613588954,4193131.1,4654465.19,C903382232,1779325.45,1317991.36,0,0
42,CASH_OUT,272658.97,C782920674,30890,0,C531588626,0,272658.97,0,0
47,PAYMENT,6188.07,C1091931748,31236.17,25048.1,M1006362053,0,0,0,0
14,CASH_OUT,461504.69,C1455505194,101530.41,0,C2000052107,487160.88,948665.56,0,0
19,CASH_IN,108214.48,C387403688,10994,119208.48,C1770651959,0,0,0,0
34,PAYMENT,18026.27,C2101435612,34519.53,16493.26,M1095350973,0,0,0,0
46,PAYMENT,14789.76,C1557706318,205462,190672.24,M950713222,0,0,0,0
42,PAYMENT,12784.66,C1756931042,49877,37092.34,M851096880,0,0,0,0
17,CASH_OUT,97531.44,C1054637517,909449,811917.56,C980513962,0,97531.44,0,0
9,PAYMENT,14465.11,C376354391,914,0,M278271574,0,0,0,0
39,CASH_OUT,65006.61,C1890343926,0,0,C355166923,763431.57,828438.18,0,0
14,TRANSFER,879622.65,C1161437411,3282,0,C1292245196,1463426.49,2343049.14,0,0
11,TRANSFER,527710.64,C1695718444,82022.55,0,C1341043251,2829585.89,4311421.37,0,0
40,PAYMENT,5843.11,C1932858937,0,0,M397399806,0,0,0,0
36,CASH_OUT,124691.59,C555830050,148919,24227.41,C46917587,105749.02,230440.61,0,0
40,PAYMENT,6831.23,C894659166,0,0,M609471773,0,0,0,0
15,CASH_IN,152636.51,C1937980157,25464788.46,25617424.97,C3574423,1370430.52,1217794.01,0,0
11,PAYMENT,39040.64,C1108735717,73,0,M378819899,0,0,0,0
11,PAYMENT,1981.7,C1060101515,15280.07,13298.37,M69209104,0,0,0,0
22,PAYMENT,15188.72,C573551656,0,0,M1131558686,0,0,0,0
36,CASH_OUT,412966.53,C1181306105,96236,0,C1849301438,0,412966.53,0,0
22,PAYMENT,1927.04,C674946508,44551,42623.96,M590013279,0,0,0,0
22,CASH_IN,82095.26,C1685271698,6510724.16,6592819.42,C437864036,239825.94,157730.68,0,0
42,PAYMENT,17123.85,C712763864,32593,15469.15,M1704387862,0,0,0,0
22,PAYMENT,2622.93,C1160859316,538,0,M377951497,0,0,0,0
43,CASH_IN,56616.93,C865407634,4833696.34,4890313.27,C507944934,413100.21,356483.28,0,0
16,CASH_IN,83430.55,C1203883845,44493.47,127924.02,C1772406411,3322369.07,3243071.18,0,0
33,CASH_OUT,395355.91,C815050528,0,0,C589229869,706884.38,1102240.29,0,0
18,PAYMENT,7462.5,C586361880,32974,25511.5,M553220635,0,0,0,0
44,PAYMENT,21841.71,C1780603803,197937.89,176096.17,M186491169,0,0,0,0
19,PAYMENT,539.8,C1567293759,198677.86,198138.06,M629610384,0,0,0,0
93,PAYMENT,5200.02,C146923658,69936,64735.98,M412435512,0,0,0,0
11,CASH_OUT,69920.14,C591952464,809,0,C1140712423,977628.03,753051.86,0,0
41,TRANSFER,69624.32,C1736218997,68027,0,C1160584405,54081.23,123705.55,0,0
14,PAYMENT,4527.69,C1582133849,355160.45,350632.76,M936314096,0,0,0,0
18,PAYMENT,9180.05,C478013316,207643.72,198463.67,M484377533,0,0,0,0
16,PAYMENT,21965.07,C728965502,166581,144615.93,M2128622277,0,0,0,0
15,CASH_IN,52391.06,C1106049735,8564431.06,8616822.12,C1681374928,379369.2,319343.59,0,0
42,CASH_OUT,421170.79,C135029685,100052,0,C156523399,1152471.61,1573642.41,0,0
19,CASH_IN,96078.88,C1115405579,5614677.72,5710756.6,C358570923,433063.1,336984.22,0,0
20,CASH_OUT,194849.92,C641257339,12138,0,C74809168,0,194849.92,0,0
18,CASH_OUT,117735.74,C216674565,31380,0,C1173517405,6202,313430.67,0,0
18,TRANSFER,375501.64,C623903426,60600.07,0,C1837095482,3768431.96,4143933.6,0,0
33,CASH_OUT,225960.37,C1828008219,131740.03,0,C871453753,454456.25,680416.62,0,0
38,CASH_IN,366824.91,C1092369823,11653,378477.91,C670698587,0,0,0,0
12,CASH_OUT,41091.16,C1032875745,30284,0,C855994065,148517.45,221073.27,0,0
10,TRANSFER,555202.24,C2067590965,68813.97,0,C2042962245,0,1876635.71,0,0
9,CASH_OUT,15845.13,C1782415228,126871.11,111025.99,C931721971,20859,36704.13,0,0
48,PAYMENT,606.16,C708232231,38185.55,37579.38,M513785246,0,0,0,0
17,CASH_IN,18689.18,C1915022700,10240505.62,10259194.8,C1675272364,873372.48,854683.3,0,0
39,CASH_IN,232202.13,C626525490,13689,245891.13,C384061001,68156.58,0,0,0
14,CASH_OUT,69420.58,C15967120,0,0,C1262169546,367700.56,2694414.66,0,0
41,PAYMENT,24167.22,C288462549,20802,0,M377036291,0,0,0,0
35,PAYMENT,23342.38,C1343705903,0,0,M677064675,0,0,0,0
36,CASH_OUT,140730.16,C372540218,113,0,C770914420,2009283.51,2150013.67,0,0
17,PAYMENT,6263.56,C1402068340,64019,57755.44,M2082641792,0,0,0,0
12,CASH_IN,41384.74,C681463367,145,41529.74,C1955948959,75802.84,34418.1,0,0
9,PAYMENT,7843.72,C1268780509,1176720.46,1168876.74,M571380867,0,0,0,0
12,TRANSFER,1865286.53,C855783062,6050,0,C1284127845,751017.34,2518041.36,0,0
18,PAYMENT,15007.85,C1509162463,359620.75,344612.89,M1312595686,0,0,0,0
35,CASH_IN,24793.7,C1933688768,1867893.68,1892687.37,C783938948,114287.82,88206.65,0,0
19,CASH_OUT,14738.82,C45177285,218337,203598.18,C1647955152,73491.93,26341575.35,0,0
42,PAYMENT,12262.97,C678271832,0,0,M728884960,0,0,0,0
10,CASH_OUT,249095.49,C1189502528,51026.48,0,C738124829,1169849.46,2758177.72,0,0
11,PAYMENT,20304.85,C1677433268,0,0,M208217282,0,0,0,0
39,CASH_OUT,167864.06,C842386698,0,0,C217255342,1835037.1,2759256.21,0,0
16,PAYMENT,8968.14,C888433545,2140,0,M1366371284,0,0,0,0
36,PAYMENT,5347.19,C1904420894,135566.26,130219.07,M2073572293,0,0,0,0
39,CASH_IN,159756.14,C1374825316,2071,161827.14,C10913305,13813.85,0,0,0
37,PAYMENT,7303.97,C141467899,781114.15,773810.17,M1386010106,0,0,0,0
38,TRANSFER,819835.49,C603215760,0,0,C654054040,876265.25,1696100.74,0,0
15,PAYMENT,13474.49,C1814921313,174032.01,160557.52,M724133488,0,0,0,0
13,PAYMENT,936.1,C935604222,0,0,M1730534865,0,0,0,0
23,CASH_IN,296495.73,C86583180,7315560.83,7612056.56,C1977710341,1344803.85,1048308.12,0,0
19,CASH_IN,33335.71,C712063907,913567,946902.71,C1484142451,0,0,0,0
19,CASH_OUT,190454.3,C1865770199,0,0,C42898023,1250362.51,1450859.38,0,0
35,PAYMENT,17440.28,C376825871,1029991.75,1012551.46,M1460974643,0,0,0,0
93,PAYMENT,4048.01,C586731501,10339,6290.99,M1947908115,0,0,0,0
13,CASH_OUT,430236.23,C519857110,11437,0,C266187430,0,430236.23,0,0
9,PAYMENT,4928.26,C825976243,21036,16107.74,M1200662723,0,0,0,0
42,PAYMENT,36646.91,C248604687,233557.06,196910.16,M2061025300,0,0,0,0
14,PAYMENT,15272.15,C1927688499,30422,15149.85,M1108308082,0,0,0,0
19,PAYMENT,6673.57,C1704145342,63674,57000.43,M1199845694,0,0,0,0
35,CASH_IN,8637.5,C1097570281,2479884.48,2488521.98,C517129737,71584.59,62947.09,0,0
17,CASH_IN,303805.74,C1835536455,57078,360883.74,C302476977,30326,0,0,0
16,CASH_OUT,375457.35,C1455512018,49013,0,C864658412,330505.81,894604.17,0,0
12,PAYMENT,16248.42,C1870293436,61547.77,45299.35,M1186360029,0,0,0,0
22,TRANSFER,213330.52,C332323561,55187,0,C553631082,214503.59,427834.11,0,0
44,CASH_IN,100540.65,C1882560171,15170,115710.65,C453595223,6923193.51,7013504.06,0,0
94,CASH_IN,50467.08,C1561333391,10816381.26,10866848.34,C1929439657,325508.63,275041.55,0,0
40,PAYMENT,5372.04,C795172764,0,0,M515810391,0,0,0,0
33,PAYMENT,5520.66,C387963622,10426,4905.34,M303356969,0,0,0,0
38,CASH_OUT,31507.62,C965768835,0,0,C670526499,645684.75,677192.37,0,0
42,PAYMENT,2715.99,C2033200701,16177.54,13461.56,M1698887305,0,0,0,0
18,PAYMENT,5254.76,C1202563926,10620,5365.24,M1831390091,0,0,0,0
35,CASH_OUT,314420.56,C1711443258,11281,0,C1502267428,0,314420.56,0,0
37,PAYMENT,13289.66,C703551022,68444.9,55155.24,M48701698,0,0,0,0
44,PAYMENT,32743.13,C245587010,50744.84,18001.7,M1582739268,0,0,0,0
43,CASH_OUT,72111.84,C515431274,601836,529724.16,C1364497155,1188176.71,1260288.55,0,0
19,CASH_IN,222477.76,C2066951788,2092802.99,2315280.74,C2032597078,499141.37,276663.62,0,0
19,CASH_OUT,198760.73,C1343442304,60098,0,C76275898,112442.82,311203.55,0,0
45,PAYMENT,859.27,C684230745,10618,9758.73,M139095439,0,0,0,0
19,CASH_OUT,26963.25,C1331645389,0,0,C1761580683,862378.06,889341.3,0,0
16,CASH_OUT,62293.94,C1208334552,5565,0,C1084741479,0,62293.94,0,0
15,PAYMENT,623.23,C1490181203,48455,47831.77,M2014598960,0,0,0,0
11,CASH_IN,240720.11,C1365173646,10063873.39,10304593.5,C544064697,364796.91,124076.8,0,0
45,PAYMENT,43139.22,C981660882,0,0,M578442890,0,0,0,0
35,CASH_OUT,47556.11,C1553593412,102107,54550.89,C1340802423,76372.74,123928.85,0,0
42,CASH_IN,285015.9,C1291792877,200729,485744.9,C601080324,435,0,0,0
36,CASH_OUT,283165.23,C1968658356,0,0,C1703164443,656052.16,939217.39,0,0
42,PAYMENT,7705.04,C1104253085,0,0,M953212882,0,0,0,0
13,PAYMENT,16858.18,C608995407,150046.91,133188.73,M898336820,0,0,0,0
13,CASH_IN,110330.19,C599662334,0,110330.19,C512992919,679455.85,569125.66,0,0
16,CASH_OUT,173696.67,C268124810,8031,0,C609720811,451284.92,624981.58,0,0
16,CASH_OUT,179863.36,C1249690868,0,0,C1759201437,4395295.63,4976134.16,0,0
15,CASH_IN,6909.01,C1152775544,6652616.84,6659525.85,C590348726,411834.24,807884.24,0,0
43,PAYMENT,2088.36,C1792416123,0,0,M1621131646,0,0,0,0
20,CASH_OUT,158290.74,C730690016,0,0,C536768224,2214373.03,2372663.77,0,0
46,PAYMENT,2535.52,C582638648,0,0,M270334879,0,0,0,0
15,TRANSFER,81241.39,C1817985665,0,0,C2112142735,2930938.89,2722417.14,0,0
19,PAYMENT,4163.6,C2110539584,48994,44830.4,M722530335,0,0,0,0
9,CASH_OUT,415319.25,C1265173927,4380.67,0,C36301444,418645.41,820653.98,0,0
40,PAYMENT,29209.12,C1253901279,0,0,M49178625,0,0,0,0
15,CASH_IN,99043.69,C53323377,958184.99,1057228.68,C185282707,1960775.18,2061148.4,0,0
45,CASH_OUT,138560.78,C478053007,0,0,C1854117293,8057285.84,8195846.62,0,0
8,CASH_OUT,274437.02,C641723909,0,0,C1423992712,11179275.35,13803333.72,0,0
11,CASH_OUT,80711.11,C2046340529,0,0,C875761527,2942871.83,3550420.12,0,0
16,TRANSFER,389023.9,C432732028,92552,0,C307895615,0,389023.9,0,0
42,PAYMENT,3884.73,C1772920406,403997,400112.27,M307575427,0,0,0,0
15,CASH_OUT,111163.65,C138010347,91446,0,C1183292755,0,111163.65,0,0
23,PAYMENT,4040.47,C1498959116,73,0,M1242958202,0,0,0,0
10,PAYMENT,2501.18,C181543596,314540.1,312038.92,M76527816,0,0,0,0
17,PAYMENT,13659.68,C1736259176,0,0,M815120089,0,0,0,0
20,PAYMENT,1145.85,C71577327,33518.77,32372.92,M607967150,0,0,0,0
36,PAYMENT,6447.68,C1602671020,126656.63,120208.95,M970946537,0,0,0,0
42,PAYMENT,2964.63,C1870910924,22623.78,19659.15,M1282366585,0,0,0,0
45,CASH_IN,1208150.77,C820634630,13265601.97,14473752.74,C849038219,2048938.93,840788.16,0,0
38,PAYMENT,3201.17,C1567465194,240194.52,236993.35,M1109444829,0,0,0,0
19,PAYMENT,4894.72,C916421059,124732.93,119838.21,M2045978010,0,0,0,0
44,CASH_IN,83833.67,C522873285,55648,139481.67,C26870958,59881.04,0,0,0
21,PAYMENT,554.7,C547406766,0,0,M825975394,0,0,0,0
33,PAYMENT,17631.06,C755890358,25339,7707.94,M222999977,0,0,0,0
35,CASH_OUT,125797.61,C721143020,683,0,C1696035999,349704.69,475502.3,0,0
35,CASH_IN,22450.15,C695152694,458,22908.15,C1531078393,1613945.83,1591495.69,0,0
38,TRANSFER,1453910.93,C1572052371,100649,0,C790798176,1153472.52,2607383.45,0,0
36,CASH_OUT,133543.48,C613642581,0,0,C2135689081,557526.27,691069.75,0,0
15,PAYMENT,13933.35,C2019464320,366961.8,353028.45,M1506166484,0,0,0,0
15,PAYMENT,5733.85,C1483214457,148839,143105.15,M1758850024,0,0,0,0
17,CASH_IN,132672.52,C460493439,3497186.42,3629858.94,C100295589,351144,218471.48,0,0
10,PAYMENT,3675.58,C1014219144,30965,27289.42,M1396118529,0,0,0,0
33,PAYMENT,12961.77,C1488795442,10183,0,M832387353,0,0,0,0
17,CASH_IN,44445.05,C1675584635,10028239.63,10072684.67,C1758099520,578842.37,885133.94,0,0
33,PAYMENT,5636.8,C891616484,0,0,M655797544,0,0,0,0
13,PAYMENT,3159.07,C872549173,113747.01,110587.94,M284965575,0,0,0,0
48,PAYMENT,4259.37,C573418558,20001,15741.63,M1397654061,0,0,0,0
12,CASH_OUT,407319.62,C973691806,139686,0,C601273889,2639830.94,3363773.09,0,0
17,CASH_IN,14568.25,C112267475,4651574.46,4666142.71,C994652137,2282271.73,2267703.49,0,0
34,CASH_IN,1347.45,C596077178,2324851.11,2326198.56,C1384249206,730619.43,729271.98,0,0
18,CASH_OUT,266164.97,C766187599,21273,0,C1761291320,562387.72,828552.7,0,0
40,CASH_IN,78017.96,C2131036830,2613038.95,2691056.91,C520183155,605746.28,527728.33,0,0
19,CASH_OUT,48096.3,C1136011060,0,0,C1214674622,527588.45,745483.17,0,0
33,PAYMENT,21592.52,C2118215059,11279,0,M528003855,0,0,0,0
40,CASH_OUT,248983.94,C23265090,30201,0,C728617064,0,248983.94,0,0
45,TRANSFER,105656.19,C1395721593,0,0,C1714673551,726601.84,832258.03,0,0
38,CASH_OUT,145683.31,C558751983,500750.32,355067.01,C1691452788,1395574.58,1541257.89,0,0
11,TRANSFER,584826.98,C92777504,0,0,C673068808,1606768.26,2191595.24,0,0
45,CASH_IN,113714.53,C2074660895,49763,163477.53,C1011102518,1416405.66,1302691.14,0,0
41,CASH_OUT,135375.5,C2047031816,0,0,C176807616,1556718.24,1831718.06,0,0
17,PAYMENT,7563.61,C1060109639,0,0,M836383164,0,0,0,0
8,CASH_IN,42183.12,C434623704,10434,52617.12,C1801506216,67776.89,25593.78,0,0
14,PAYMENT,3012.59,C1564094561,0,0,M1545918046,0,0,0,0
18,TRANSFER,59562.82,C504343248,0,0,C1374868635,129585.61,189148.43,0,0
14,CASH_OUT,1436.14,C406313942,0,0,C504454596,79300.7,4908.81,0,0
44,CASH_IN,406766.45,C23971922,6631602.33,7038368.78,C1069131391,4690341.65,4283575.2,0,0
15,CASH_IN,276826.77,C212266290,7444066.71,7720893.48,C723981114,7313013.33,7318524.81,0,0
41,PAYMENT,33615.28,C1560548270,0,0,M2109279389,0,0,0,0
21,DEBIT,14853.83,C210795128,168,0,C940135913,346625.83,361479.66,0,0
9,PAYMENT,17742.2,C1369694504,102037,84294.8,M1833840953,0,0,0,0
34,CASH_OUT,109686.06,C574433182,0,0,C904586397,539587.71,649273.77,0,0
9,PAYMENT,14414.1,C1729474360,0,0,M847777404,0,0,0,0
16,TRANSFER,1083154.26,C906338305,232638.92,0,C861300231,9831769.78,10914924.04,0,0
41,CASH_OUT,182786.42,C1961806542,823,0,C592173886,0,182786.42,0,0
39,CASH_IN,245273.2,C1990070075,12569586.7,12814859.9,C1137828132,1434310.08,1189036.88,0,0
15,CASH_OUT,176431.24,C767649668,0,0,C23019197,1323139.03,1499570.26,0,0
18,PAYMENT,1264.97,C308211632,0,0,M1732955057,0,0,0,0
44,CASH_OUT,130286.33,C2138462560,0,0,C821719026,795289.02,963955.66,0,0
20,CASH_IN,7142.32,C2049504226,7181119.72,7188262.04,C45254776,1532369.73,1525227.41,0,0
43,PAYMENT,44456.88,C364815561,0,0,M693293567,0,0,0,0
36,PAYMENT,6219.39,C1322205455,832880,826660.61,M97163439,0,0,0,0
17,PAYMENT,183.5,C1087403996,543423.44,543239.94,M51980581,0,0,0,0
94,CASH_IN,89509,C291197753,2286173.47,2375682.47,C13429851,984332.89,894823.89,0,0
19,PAYMENT,2438.56,C1925958088,283936.8,281498.25,M1384395509,0,0,0,0
19,CASH_IN,279379.21,C721958206,52430,331809.21,C837740619,305694.17,26314.96,0,0
19,TRANSFER,969417.9,C790319969,14906,0,C1598190663,173032.86,1163613.9,0,0
